"YEAR","HABITAT","REGION","SITE","CONTROL","TRANSECT","TOTAL","SP_CODE","value"
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"LETT",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SHE",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CRSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"FIN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"FUSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"GRAC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BAR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SPAG",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"LIM",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BUG",0.1375
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CHCR",0.2125
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CRIS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"DASY",0.05
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"DIAD",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"Dulce",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"ECSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"IRM",0.3625
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"OBSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"STAC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SUGK",0.225
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"UHYD",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"URA",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CORA",0.1
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"WHEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"MAST",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"OAR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"OST",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"EPI",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BCS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SUGK",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"TUB",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CHI",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"COF",0.1375
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"GOT",0.025
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SEA",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SERP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"XMAS",0.0375
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CHAM",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"PURPCL",0.075
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SEALA",0.0375
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CORS",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"NSF",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"POLY",0.025
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"WANE",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"FOR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"PYSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"GRIN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SHRB",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"TUB",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"DEV",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BLC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"EEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BUGN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SG",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"STAT",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SAR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"EOYS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"MAN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"RAT",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BAYS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BMUS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CHON",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"PLUM",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"FLUK",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"UNTUN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"DASEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"HOR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"OYS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"DWHEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"BRAM",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"MANBUR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SPER",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"AHN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"STIW",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SEAV",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SWD",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"OSC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"SEAP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,3,1.575,"CLT",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"AGH",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BORS",0.05
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CHW",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CF",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"EMS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"LON",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"PORS",0.225
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"QUA",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"RBS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"LETT",0.0375
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SHE",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CRSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"FIN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"FUSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"GRAC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BAR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SPAG",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"LIM",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BUG",0.0625
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CHCR",0.2125
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CRIS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"DASY",0.0875
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"DIAD",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"Dulce",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"ECSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"IRM",0.225
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"OBSP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"STAC",0.05
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SUGK",0.175
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"UHYD",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"URA",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CORA",0.0875
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"WHEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"MAST",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"OAR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"OST",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"EPI",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BCS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SUGK",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"TUB",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CHI",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"COF",0.1
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"GOT",0.0875
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SEA",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SERP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"XMAS",0.025
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CHAM",0.0375
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"PURPCL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SEALA",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CORS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"NSF",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"POLY",0.05
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"WANE",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"FOR",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"PYSP",0.0125
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"GRIN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SHRB",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"TUB",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"DEV",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BLC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"EEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BUGN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SG",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"STAT",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SAR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"EOYS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"MAN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"RAT",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BAYS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BMUS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CHON",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"PLUM",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"FLUK",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"UNTUN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"DASEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"HOR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"OYS",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"DWHEL",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"BRAM",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"MANBUR",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SPER",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"AHN",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"STIW",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SEAV",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SWD",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"OSC",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"SEAP",0
2019,"Kelp","Narragansett Bay","King's Beach",0,4,1.575,"CLT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"AGH",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BORS",0.0625
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CHW",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CF",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"EMS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"LON",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"PORS",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"QUA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"RBS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"LETT",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SHE",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CRSP",0.2
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"FIN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"FUSP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"GRAC",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BAR",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SPAG",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"LIM",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BUG",0.125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CHCR",0.6
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CRIS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"DASY",0.1
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"DIAD",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"Dulce",0.15
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"ECSP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"IRM",0.05
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"OBSP",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"STAC",0.1
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SUGK",0.2
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"UHYD",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"URA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CORA",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"WHEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"MAST",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"OAR",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"OST",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"EPI",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BCS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SUGK",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"TUB",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CHI",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"COF",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"GOT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SEA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SERP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"XMAS",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CHAM",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"PURPCL",0.2125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SEALA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CORS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"NSF",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"POLY",0.05
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"WANE",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"FOR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"PYSP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"GRIN",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SHRB",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"TUB",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"DEV",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BLC",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"EEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BUGN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SG",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"STAT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SAR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"EOYS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"MAN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"RAT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BAYS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BMUS",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CHON",0.2625
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"PLUM",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"FLUK",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"UNTUN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"DASEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"HOR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"OYS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"DWHEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"BRAM",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"MANBUR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SPER",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"AHN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"STIW",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SEAV",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SWD",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"OSC",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"SEAP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,1,2.2625,"CLT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"AGH",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BORS",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CHW",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CF",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"EMS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"LON",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"PORS",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"QUA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"RBS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"LETT",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SHE",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CRSP",0.35
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"FIN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"FUSP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"GRAC",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BAR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SPAG",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"LIM",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BUG",0.075
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CHCR",0.5875
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CRIS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"DASY",0.1
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"DIAD",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"Dulce",0.1125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"ECSP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"IRM",0.025
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"OBSP",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"STAC",0.2
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SUGK",0.275
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"UHYD",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"URA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CORA",0.0625
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"WHEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"MAST",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"OAR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"OST",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"EPI",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BCS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SUGK",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"TUB",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CHI",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"COF",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"GOT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SEA",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SERP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"XMAS",0.0375
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CHAM",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"PURPCL",0.075
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SEALA",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CORS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"NSF",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"POLY",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"WANE",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"FOR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"PYSP",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"GRIN",0.025
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SHRB",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"TUB",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"DEV",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BLC",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"EEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BUGN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SG",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"STAT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"SAR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"EOYS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"MAN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"RAT",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BAYS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"BMUS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"CHON",0.175
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"PLUM",0.0125
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"FLUK",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"UNTUN",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"DASEL",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"HOR",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"OYS",0
2020,"Kelp","Narragansett Bay","Fort Wetherill",0,2,2.2,"DWHEL",0
