HABITAT,CONTROL,YEAR,MONTH,DAY,DATE,REGION,SITE,TRANSECT,SP_CODE,COUNT,actual_size
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,CEST,NA,35
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,CEST,NA,45
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,CEST,NA,60
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,CEST,NA,85
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,CEST,NA,100
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,CEST,5,NA
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,5
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,15
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,1,25
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,35
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,45
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,60
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,85
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,NA,100
Kelp,Control,2022,7,14,7/14/22,Narragansett Bay,Kings Beach,KB 5,MOSA,1,NA
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,110,5
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,7,15
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,25
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,35
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,45
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,60
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,85
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,100
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,TAAD,117,NA
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,NA,5
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,4,15
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,1,25
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,NA,35
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,NA,45
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,NA,60
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,NA,85
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,NA,100
Kelp,Kelp,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 3,CEST,5,NA
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,149,5
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,9,15
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,25
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,35
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,45
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,60
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,85
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,100
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAAD,158,NA
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,5
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,15
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,1,25
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,1,35
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,45
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,60
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,85
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,100
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,TAON,2,NA
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,4,5
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,3,15
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,2,25
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,35
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,45
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,60
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,85
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,100
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,CEST,9,NA
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,NA,5
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,NA,15
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,NA,25
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,NA,35
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,NA,45
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,3,60
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,2,85
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,NA,100
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,MOSA,5,NA
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,5
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,2,15
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,25
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,35
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,45
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,60
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,85
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,100
Kelp,Kelp,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 4,STCH,2,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,76,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAAD,76,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,2,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,TAON,2,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,3,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,2,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 4,CEST,5,NA
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,81,5
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,7,15
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,25
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,35
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,45
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,60
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,85
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,100
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAAD,88,NA
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,5
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,15
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,2,25
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,35
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,45
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,60
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,85
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,NA,100
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,TAON,2,NA
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,6,5
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,3,15
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,25
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,35
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,45
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,60
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,85
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,100
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 1,CEST,9,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,140,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,11,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAAD,151,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,5,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,TAON,5,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,10,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,7,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,2,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,CEST,19,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,NA,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,1,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,1,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 3,STCH,2,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,169,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,2,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAAD,171,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,2,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,TAON,2,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,3,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,7,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,NA,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,CEST,10,NA
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,5
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,15
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,1,25
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,35
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,45
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,60
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,85
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,NA,100
Kelp,Kelp,2022,7,8,7/8/22,Narragansett Bay,Kings Beach,KB 2,STCH,1,NA
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,210,5
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,2,15
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,25
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,35
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,45
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,60
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,85
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,100
Kelp,Control,2022,7,6,7/6/22,Narragansett Bay,Fort Wetherill,FW 6,TAAD,212,NA
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,257,5
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,7,15
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,25
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,35
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,45
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,60
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,85
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,100
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,TAAD,264,NA
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,3,5
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,15
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,25
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,35
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,45
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,60
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,85
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,NA,100
Kelp,Control,2022,7,5,7/5/22,Narragansett Bay,Fort Wetherill,FW 5,CEST,3,NA
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,276,5
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,12,15
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,25
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,35
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,45
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,60
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,85
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,100
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAAD,288,NA
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,5
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,15
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,1,25
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,35
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,45
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,60
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,85
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,NA,100
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,TAON,1,NA
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,3,5
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,6,15
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,25
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,35
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,45
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,60
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,85
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,100
Kelp,Kelp,2022,7,11,7/11/22,Narragansett Bay,Fort Wetherill,FW 2,CEST,9,NA
